"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Parks Edge Properties","https://www.parksedgeproperties.com/","","none","https://www.parksedgeproperties.com/","2026-09-03","existing-contact-page: parksedgeproperties.com: no generic mailbox published; parksedgeproperties.com: no generic mailbox published","Pittsburgh, PA"
"Parkstone Communities","https://parkstonecommunities.com/","https://parkstonecommunities.com/contact/","form","https://parkstonecommunities.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Parr & Abernathy Realty, Inc.","https://parrandabernathyrealty.com/","","none","https://parrandabernathyrealty.com/","2026-09-03","existing-contact-page: parrandabernathyrealty.com: no generic mailbox published; parrandabernathyrealty.com: no generic mailbox published","Hopewell, VA"
"Partners Community Management","https://www.partnerscm.com/","info@partnerscm.com","mailbox","https://www.partnerscm.com/","2026-09-03","existing-contact-page: mailbox published on the contact page","Monterey Park, CA"
"Patriot Property Management","https://www.patpm.com/","info@patpm.com","mailbox","https://www.patpm.com/contact-us","2026-09-03","existing-contact-page: mailbox published on the contact page","Phoenix, AZ"
"Paul Darden Company","http://pauldarden.com/","","none","http://pauldarden.com/","2026-09-03","existing-contact-page: pauldarden.com: no generic mailbox published; pauldarden.com: no generic mailbox published","TX"
"Peaceful Property Management","https://peacefulpm.com/","info@peacefulpm.com","mailbox","https://peacefulpm.com/contact/","2026-09-03","existing-contact-page: mailbox published on the contact page","Salt Lake City, UT"
"PeakMade Real Estate","","","none","","2026-09-03","no site confirmed after 1 fetch(es); peakmaderealestate.com: page body empty",""
"Pearson Smith Property Management","","","none","","2026-09-03","no site confirmed after 2 fetch(es); pearsonsmithpropertymanagement.com: page body empty | pearsonsmith.com: page body empty","Ashburn, VA"
"Peek Realty","https://peekrealtyhouston.com/","","none","https://peekrealtyhouston.com/","2026-09-03","existing-contact-page: peekrealtyhouston.com: no generic mailbox published; peekrealtyhouston.com: no generic mailbox published","Houston, TX"
"Pegasus Property Management","https://pegasuspropertymanagement.com/","","none","http://pegasuspropertymanagement.com/","2026-09-03","dns-guess: site confirmed: full name in the page source (JavaScript-rendered page); no contact page found (homepage only)","Houston, TX"
"Pelican Realty of Louisiana, LLC.","https://pelicanrealtyla.com/","","none","https://pelicanrealtyla.com/","2026-09-03","existing-contact-page: pelicanrealtyla.com: no generic mailbox published; pelicanrealtyla.com: no generic mailbox published","Terrytown, LA"
"Pennybag Property Management","https://pennybagpropertymanagement.com/","","none","https://pennybagpropertymanagement.com/","2026-09-03","existing-contact-page: pennybagpropertymanagement.com: no generic mailbox published; pennybagpropertymanagement.com: no generic mailbox published","Milwaukee, WI"
"Performance Asset Management","https://performanceassetmanagement.com/","https://performanceassetmanagement.com/?page_id=5","form","https://performanceassetmanagement.com/?page_id=5","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Milwaukee, WI"
"Perimeter Property Services, LLC","https://perimeterpropertyservices.com/","https://perimeterpropertyservices.com/#contact","form","https://perimeterpropertyservices.com/#contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Atlanta, GA"
"Personal Mini Storage","https://www.personalministorage.com/self-storage-management","","none","https://www.personalministorage.com/self-storage-management","2026-09-03","existing-contact-page: personalministorage.com: no generic mailbox published; personalministorage.com: no generic mailbox published","FL"
"Pinnacle Community Management LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); pinnaclecommunity.com: parked/stub page (hugedomains)","Redmond, OR"
"Plantation Realty & Management, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); plantationrealty.com: page body empty","Marietta, GA"
"Platinum Association Management","https://platinumassociationmanagement.com/","","none","https://platinumassociationmanagement.com/","2026-09-03","existing-contact-page: platinumassociationmanagement.com: no generic mailbox published; platinumassociationmanagement.com: no generic mailbox published","Kissimmee, FL"
"Plaza Properties, Inc.","https://plazaproperties.com/","info@plazaproperties.com","mailbox","https://plazaproperties.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Columbus, OH"
"PMI Alliance","https://www.propertymanagementinc.com/pmi-alliance/","","none","https://www.propertymanagementinc.com/pmi-alliance/","2026-09-03","existing-contact-page: propertymanagementinc.com: no generic mailbox published; propertymanagementinc.com: no generic mailbox published","Flower Mound, TX"
"PMI American River","https://www.propertymanagementinc.com/pmi-american-river/","","none","https://www.propertymanagementinc.com/pmi-american-river/","2026-09-03","existing-contact-page: propertymanagementinc.com: no generic mailbox published; propertymanagementinc.com: no generic mailbox published","Sacramento, CA"
"PMI Indianapolis","https://www.propertymanagementinc.com/pmi-indianapolis/","info@propertymanagementinc.com","mailbox","https://www.propertymanagementinc.com/contact","2026-09-03","existing-contact-page: mailbox published on the contact page","Indianapolis, IN"
"PMI Key Bridge","","","none","","2026-09-03","no site confirmed after 1 fetch(es); pmikeybridge.com: host does not carry the organisation name","Alexandria, VA"
"PMI Maryland Solutions","","","none","","2026-09-03","no site confirmed after 1 fetch(es); pmimarylandsolutions.com: host does not carry the organisation name","Bethesda, MD"
"PMI Metroplex Properties","https://www.bedfordpropertymanagementinc.com/bedford-association-management","","none","https://www.bedfordpropertymanagementinc.com/bedford-association-management","2026-09-03","existing-contact-page: bedfordpropertymanagementinc.com: no generic mailbox published; bedfordpropertymanagementinc.com: no generic mailbox published","Bedford, TX"
"PMI Miami Dade","","","none","","2026-09-03","no site confirmed after 2 fetch(es); miamipropertymanagementinc.com: parked/stub page (site is temporarily unavailable) | pmimiami.com: page body empty","Miami, FL"
"PMI Queen City","","","none","","2026-09-03","no site confirmed after 1 fetch(es); pmiqueencity.com: host does not carry the organisation name","NC"
"PMI","https://www.houstontxassociationmanagement.com/","","none","https://www.houstontxassociationmanagement.com/","2026-09-03","existing-contact-page: houstontxassociationmanagement.com: no generic mailbox published; houstontxassociationmanagement.com: no generic mailbox published","Houston, TX"
"Pogoda Companies","https://pogodaco.com/","","none","https://pogodaco.com/","2026-09-03","existing-contact-page: pogodaco.com: no generic mailbox published; pogodaco.com: no generic mailbox published","MI"
"Ponderosa Community Management, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ponderosacommunitymanagement.com: page body empty | ponderosacommunitymanagement.net: page body empty","Spokane Vly, WA"
"Porchlight Property Management LLC","https://www.porchlightpropertymanagement.com/","https://www.porchlightpropertymanagement.com/contact","form","https://www.porchlightpropertymanagement.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Lynden, WA"
"Portland Homes and Commercial Properties","","","none","","2026-09-03","no site confirmed after 2 fetch(es); portlandhomes.com: page body empty | portlandhomes.net: page body empty","Portland, OR"
"Portland Metro Community Management LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); portlandmetro.com: page body empty","Canby, OR"
"PPM, Inc.","http://www.ppmral.com/","info@ppmral.com","mailbox","https://ppmral.com/","2026-09-03","existing-contact-page: mailbox published on the contact page","NC"
"Premier Management Company","http://www.premiermanagementnc.com/","","none","http://www.premiermanagementnc.com/","2026-09-03","existing-contact-page: premiermanagementnc.com: no generic mailbox published; premiermanagementnc.com: no generic mailbox published","NC"
"Premier Management Professional, LLC","https://premiermanagement.com/","https://premiermanagement.com/contact.php","form","https://premiermanagement.com/contact.php","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Scappoose, OR"
"Premier Property Services","https://pcpremierproperty.com/","","none","https://pcpremierproperty.com/","2026-09-03","existing-contact-page: pcpremierproperty.com: no generic mailbox published; pcpremierproperty.com: no generic mailbox published","Park City, UT"
"Premier Real Estate Group","","","none","","2026-09-03","no site confirmed after 2 fetch(es); premierrealestategroup.com: parked/stub page (hugedomains) | premierreal.com: parked/stub page (this domain is for sale)","Colorado Springs, CO"
"Prestige Association Management Group Corporation","","","none","","2026-09-03","no site confirmed after 2 fetch(es); prestigeassociationmanagementgroup.com: page body empty | prestigeassociation.com: page body empty","Houston, TX"
"Prestige Association Management Group","","","none","","2026-09-03","no site confirmed after 2 fetch(es); prestigeassociationmanagementgroup.com: page body empty | prestigeassociation.com: page body empty","Houston, TX"
"Prestige Management Group LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); prestigemanagementgroup.com: weak name (prestigemanagementgroup): page does not corroborate the location | prestigemanagement.net: fetch failed (dns/tls/timeout/blocked); no site confirmed after 2 fetch(es); prestigemanagementgroup.com: weak name (prestigemanagementgroup): page does not corroborate the location | prestigemanagement.net: http 500","Las Vegas, NV"
"Price Edwards & Company, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); priceedwards.com: host does not carry the organisation name | price-edwards.com: host does not carry the organisation name","Oklahoma City, OK"
"Priestley Management Company","https://www.priestleymanagement.com/","info@priestleymanagement.com","mailbox","https://www.priestleymanagement.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","NC"
