"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"K J Cain Co Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kjcain.com: parked/stub page (under construction)","Santa Maria, CA"
"K&C Contractors, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kccontractors.com: page body empty | kccontractors.us: page body empty","Maxton, NC"
"K&G Contracting Solutions, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Upper Marlboro, MD"
"K&M Drywall","","","none","","2026-09-03","no candidate domain resolved from the name","Escondido, CA"
"K-Air Corporation","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kair.com: page does not name the organisation | k-air.com: page body empty","San Antonio, TX"
"K-Interiors Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kinteriors.com: page does not name the organisation | k-interiors.com: weak name (kinteriors): page does not corroborate the location","Woodbury, KY"
"K. W. Emerson, Inc.","https://kwemerson.com/","https://kwemerson.com/contact/","form","https://kwemerson.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","San Andreas, CA"
"K.C. Electrical Construction, Inc.","https://kcelectricalconstruction.org/","https://kcelectricalconstruction.org/contact-us","form","https://kcelectricalconstruction.org/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Midlothian, IL"
"K2 Contracting Group LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); k2contractinggroup.com: page body empty | k2contracting.com: page body empty","MA,NY"
"K2 Contracting Group, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); k2contractinggroup.com: page body empty | k2contracting.com: page body empty","Manassas, VA"
"K2 Excavation & Construction, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); k2excavation.com: page does not name the organisation","Terrebonne, OR"
"Kadiak LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kadiak.com: page body empty | kadiak.net: page does not name the organisation","Anchorage, AK"
"Kaiva Services, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kaivaservices.com: page body empty","Ivins, UT"
"Kaiva-Signature Jv, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Ivins, UT"
"Kalakoa Painting LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kalakoapainting.com: page does not name the organisation","Kailua, HI"
"Kalkreuth Roofing And Sheet Metal, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kalkreuthroofing.com: host does not carry the organisation name | kalkreuthroofing.net: host does not carry the organisation name","Wheeling, WV"
"Kals Building Maintenance","","","none","","2026-09-03","no candidate domain resolved from the name","Aiea, HI"
"Kamikita Kensetsu Co.,Ltd.","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Kanagawa Nabco Pty. Ltd.","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Kapule LLC","https://www.kapule.org/","https://www.kapule.org/contact.html","form","https://www.kapule.org/contact.html","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Honolulu, HI"
"Kar Contracting LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); karcontracting.com: weak name (karcontracting): page does not corroborate the location","Prichard, WV"
"Kardex Remstar, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kardexremstar.com: page does not name the organisation | kardex-remstar.com: page does not name the organisation","Wexford, PA"
"Kashiwabara Corporation","https://kashiwabara.org/","","none","http://kashiwabara.org/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)",""
"Kastel Enterprises Mk LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kastelenterprises.com: page does not name the organisation","Mobile, AL"
"Kat Construction LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); katconstruction.com: page body empty | kat-construction.com: page body empty","Annandale, MN"
"Katco Associates Inc","https://www.katcoassociates.com/","support@katcoassociates.com","mailbox","https://www.katcoassociates.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Washington, DC"
"Katmai Global Solutions LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Anchorage, AK"
"Kau Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kau.com: http 403 | kau.net: page body empty","MD,VA"
"Kaula Ae LLC","https://kaulaae.com/","","none","https://kaulaae.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Honolulu, HI"
"Kb Standard LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kb-standard.com: host does not carry the organisation name","Bremerton, WA"
"Kbr Services, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kbrservices.com: page body empty | kbrservices.net: page body empty","Houston, TX"
"Kbt Contracting Corp","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kbtcontracting.com: parked/stub page (under construction)","Jacksonville, FL"
"Kcb Towers, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kcbtowers.com: page body empty | kcbtowers.net: page body empty","Banning, CA"
"Kck Builders LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kckbuilders.com: page does not name the organisation","Nampa, ID"
"Kcorp Reliance Company, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kcorpreliance.com: http 503","AK,CA,CO,FL,MT,NY"
"Kda Contractors LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Itasca, IL"
"Kdbs Group LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Van Buren, AR"
"Kee Construction Services, Inc.","https://www.keeconstruction.com/","sales@keeconstruction.com","mailbox","https://www.keeconstruction.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Winchester, VA"
"Kee Landscaping Inc","https://keelandscaping.com/","info@keelandscaping.com","mailbox","https://keelandscaping.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Media, PA"
"Kee Safety Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); keesafety.com: weak name (keesafety): page does not corroborate the location | keesafety.net: weak name (keesafety): page does not corroborate the location","Buffalo, NY"
"Kee Solutions LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); keesolutions.com: page does not name the organisation | kee-solutions.com: http 503","CT,FL,MA,ME,MS"
"Keith Frieden Excavating Inc","https://keithfriedenexcavating.com/","","none","https://keithfriedenexcavating.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","New Boston, IL"
"Kekolu-Rio Vista Joint Venture, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","West Jordan, UT"
"Keller North America, Inc.","https://www.keller-na.com/","https://www.keller-na.com/contact-us/offices","form","https://www.keller-na.com/contact-us/offices","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","CA,GA,MD"
"Keller'S LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kellers.com: page body empty | keller-s.com: page does not name the organisation","Wilmington, NC"
"Kellie W. Tipton Construction Co, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Indian Mound, TN"
"Kelly & Hayes Electrical Supply Of L.I., Inc.","https://www.kellyhayes.com/","help@kellyhayes.com","mailbox","https://www.kellyhayes.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; city/state corroborated; mailbox on homepage","Nesconset, NY"
"Kelly Construction Services Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kellyconstructionservices.com: page body empty | kellyconstruction.com: page does not name the organisation","Enfield, CT"
"Kelly Generator & Equipment Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Owings, MD"
"Keltic Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); keltic.com: page body empty | keltic.net: page body empty","El Paso, TX"
"Kemper System Group, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kempersystem.com: page body empty | kempersystem.us: page body empty","Silver Spring, MD"
"Ken Miller Enterprises, Inc.","https://kenmiller.com/","","none","https://kenmiller.com/","2026-09-03","dns-guess: site confirmed: distinctive name in page; no contact page found (homepage only)","Grayland, WA"
"Kent Homes LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kenthomes.com: weak name (kenthomes): page does not corroborate the location | kenthomes.net: weak name (kenthomes): page does not corroborate the location","San Antonio, TX"
"Kent Island Mechanical, LLC","https://www.kentislandmechanical.com/","https://www.kentislandmechanical.com/contact/","form","https://www.kentislandmechanical.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Laurel, MD"
"Keo & Associates Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); keoassociates.com: parked/stub page (hugedomains)","Detroit, MI"
"Kerns Construction, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); kernsconstruction.com: page does not name the organisation","Laveen, AZ"
"Keta Environmental And Infrastructure, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Colorado Springs, CO"
"Ketcham Fencing, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Otisville, NY"
"Ketchikan Ready-Mix & Quarry, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Ketchikan, AK"
"Kev Kuchen- Und Elektro-Vertriebsgesellschaft Westpfalz Mit Beschrankter Haftung","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Kevin Piet, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Grandin, ND"
"Keystone Gc, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); keystonegc.com: parked/stub page (hugedomains) | keystone-gc.com: weak name (keystonegc): page does not corroborate the location","El Paso, TX"
"Keystone Specialty Construction LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); keystonespecialty.com: page body empty","Wildwood, NJ"
"Kfm LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); kfm.com: page body empty | kfm.net: page body empty","Flint, MI"
"Kfowler Construction LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Santa Fe, NM"
"Kgjj Engineering Solutions, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Fort Worth, TX"
"Kh Civil Contractors, Inc.","https://khcivilcontractors.com/","","none","https://khcivilcontractors.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Lewistown, MT"
